ACTEU;AGE;DDIPL;IDENT;NOI;SALMEE;SEXE;TPP
3;68;5;GGW3QRPC;01;;1;
3;69;7;GGW3QRPC;02;;2;
1;33;3;GGW3QUHC;01;3600;2;1
1;55;4;GGW3QX9C;01;3700;1;1
3;51;7;GGW3QX9C;02;;2;
1;27;4;GGW3QX9C;03;;1;1
1;34;1;GGW44X57;01;2600;1;1
1;35;1;GGW44X57;02;1700;2;2
3;69;5;GGW44X87;01;;2;
3;91;4;GGW44ZX7;01;;2;
3;95;4;GGW44ZX7;02;;1;
3;61;7;GGX3L7TC;01;;2;
1;63;7;GGX3L7TC;02;;1;1
2;60;3;GGX3LG5C;01;;2;
2;56;5;GGX3Q01C;01;;2;
3;57;5;GGX3Q01C;02;;1;
2;53;7;GGX3Q2TC;01;;2;
3;28;5;GGX3Q2TC;02;;1;
1;26;5;GGX3Q2TC;03;1477;1;1
1;46;5;GGX3Q5LC;01;2000;1;1
3;20;7;GGX3Q5LC;02;;1;
1;55;4;GGX3Q8DC;01;3100;1;1
3;31;6;GGX3QB5C;01;;2;
2;31;7;GGX3QB5C;02;;1;
3;50;4;GGX3QDXC;01;;2;
3;58;7;GGX3QDXC;02;;1;
3;58;5;GGX3QGPC;01;;1;
3;58;7;GGX3QGPC;02;;2;
3;66;5;GGX3QJHC;01;;2;
3;61;7;GGX3QJHC;02;;1;
1;31;3;GGX3QJHC;03;1347;2;1
3;58;7;GGX3QM9C;01;;1;
3;46;6;GGX3QM9C;02;;2;
3;16;7;GGX3QM9C;03;;1;
3;67;4;GGX3QP1C;01;;1;
1;28;1;GGX3QP1C;02;;2;1
3;78;7;GGX3QULC;01;;1;
3;76;7;GGX3QULC;02;;2;
1;27;3;GGX3QXDC;01;1955;1;1
1;28;1;GGX3QXDC;02;566;2;2
3;43;4;GGX442P7;01;;2;
3;70;5;GGX445I7;01;;1;
3;23;4;GGX445I7;02;;1;
3;16;6;GGX445I7;03;;2;
1;43;4;GGX448B7;01;1700;2;1
1;51;4;GGX448B7;02;1600;1;1
1;56;6;GGX44GL7;01;1800;1;1
1;54;5;GGX44GL7;02;702;2;2
1;60;6;GGX44JD7;01;747;2;2
3;70;7;GGX44JD7;02;;1;
3;65;7;GGX44OX7;01;;2;
1;39;4;GGY3Q05C;01;2200;1;1
2;41;5;GGY3Q05C;02;;2;
3;63;7;GGY3Q2XC;01;;2;
3;23;7;GGY3Q2XC;02;;1;
3;30;4;GGY3Q5PC;01;;2;
1;26;5;GGY3Q5PC;02;2676;1;1
1;34;4;GGY3Q8HC;01;1300;2;1
3;56;6;GGY3QE1C;01;;2;
1;24;6;GGY3QE1C;02;750;2;2
3;89;7;GGY3QJLC;01;;2;
1;50;5;GGY3VBTC;01;300;2;2
1;50;5;GGY3VBTC;02;1950;1;1
2;22;4;GGY3VBTC;03;;1;
3;73;7;GGY3VHEC;01;;2;
3;28;6;GGY3VHFC;01;;2;
1;26;5;GGY3VHFC;02;1300;1;1
1;44;3;GGY3VK5C;01;1250;2;2
1;25;5;GGY3VK6C;01;1900;1;1
3;25;1;GGY3VK6C;02;;2;
3;57;4;GGY3VK6C;04;;1;
3;57;7;GGY3VK6C;05;;2;
1;47;3;GGY3VK8C;01;1200;1;1
1;43;7;GGY3VK8C;02;1000;2;2
3;20;4;GGY3VK8C;03;;1;
3;20;4;GGY3VK8C;04;;1;
3;18;4;GGY3VK8C;05;;1;
1;28;3;GGY3VK9C;01;1300;2;2
1;33;3;GGY3VK9C;02;1700;1;1
1;49;5;GGY3VKAC;01;1700;1;1
1;38;1;GGY3VMXC;01;1400;1;1
3;27;4;GGY3VMYC;01;;2;
1;45;5;GGY3VMYC;02;1500;1;1
3;57;6;GGY3VMZC;01;;2;
2;23;3;GGY3VMZC;02;;1;
3;16;6;GGY3VMZC;03;;1;
2;36;4;GGY3VN0C;01;;2;
1;36;4;GGY3VN1C;01;720;2;2
1;50;7;GGY3VN2C;01;1120;2;1
3;22;4;GGY3VN2C;02;;2;
3;45;5;GGY3VPPC;01;;2;
1;45;5;GGY3VPPC;02;3200;1;1
2;19;6;GGY3VPPC;03;;2;
1;43;7;GGY3VSHC;01;750;2;2
3;46;5;GGY3VSHC;02;;1;
1;19;5;GGY3VSHC;03;300;2;1
3;18;5;GGY3VSHC;04;;2;
3;15;7;GGY3VSHC;05;;2;
3;61;5;GGY44027;01;;2;
1;65;5;GGY44027;02;;1;1
3;80;7;GGY445L7;01;;2;
1;59;6;GGY49BP7;01;1400;2;1
3;81;7;GGY49BP7;02;;2;
3;88;4;GGY49BQ7;01;;2;
3;79;7;GGY49EH7;01;;2;
3;79;5;GGY49EH7;02;;1;
3;84;4;GGY49EI7;01;;2;
3;75;7;GGY49EJ7;01;;2;
1;36;3;GGY49HA7;01;780;2;2
1;47;4;GGY49HA7;02;;1;1
3;59;6;GGY49K17;01;;2;
3;77;7;GGY49K17;02;;1;
3;45;4;GGY49K27;01;;2;
3;68;4;GGY49MT7;01;;2;
3;69;4;GGY49MT7;02;;1;
1;50;5;GGY49PM7;01;1100;1;1
3;58;6;GGY49PM7;02;;2;
1;47;3;GGY49PO7;01;2100;2;1
3;57;3;GGY49PQ7;01;;2;
2;23;4;GGY49PQ7;02;;1;
1;47;7;GGY49PR7;01;550;2;1
3;62;1;GGY49SD7;01;;2;
1;54;4;GGY49SF7;01;1530;2;1
3;19;4;GGY49SF7;02;;2;
3;15;6;GGY49SF7;03;;1;
3;66;5;GGZ30YPD;01;;2;
3;65;7;GH03049D;01;;1;
3;65;5;GH03049D;02;;2;
3;70;1;GH030FDD;01;;2;
1;49;3;GH030I5D;01;3000;1;1
3;16;6;GH030I5D;03;;1;
3;16;6;GH030I5D;04;;1;
3;53;5;GH030NPD;01;;1;
3;17;6;GH030NPD;02;;2;
3;16;6;GH030NPD;03;;1;
3;75;6;GH030QHD;01;;1;
3;74;5;GH030QHD;02;;2;
3;66;5;GH030T9D;01;;1;
3;61;7;GH030T9D;02;;2;
1;24;5;GH1309XD;01;1350;1;1
1;29;5;GH130CPD;01;1400;1;1
1;29;4;GH130CPD;02;1300;2;1
3;79;7;GH130I9D;01;;2;
3;61;6;GH130NTD;01;;1;
3;77;7;GH130QLD;01;;1;
3;76;3;GH130QLD;02;;2;
3;66;4;GH130TDD;01;;2;
3;84;7;GH130W5D;01;;1;
3;85;7;GH130W5D;02;;2;
3;70;5;GH130YXD;01;;1;
3;75;5;GH130YXD;02;;2;
1;60;7;GH135AHD;01;50;2;2
1;37;1;GH135ITD;01;2300;1;1
1;34;3;GH135ITD;02;1600;2;1
1;57;6;GH135LLD;01;900;2;2
1;43;1;GH135ODD;01;2000;1;1
1;45;1;GH135ODD;02;2000;2;1
1;28;4;GH135R5D;01;1400;1;1
3;61;7;GH135TXD;01;;2;
1;43;7;GH135WPD;01;1600;2;1
1;46;7;GH135WPD;02;1200;1;1
1;20;7;GH135WPD;03;1400;1;1
1;20;7;GH135WPD;04;1116;1;1
1;56;6;GH135ZHD;01;2100;2;1
2;50;6;GH23551D;01;;1;
1;42;5;GH23551D;02;1359;2;2
3;16;6;GH23551D;03;;1;
3;59;7;GH2357TD;01;;1;
1;55;6;GH2357TD;02;1300;2;1
1;64;4;GH235ALD;01;1100;1;1
3;66;4;GH235ALD;02;;2;
1;38;5;GH235DDD;01;2100;1;1
3;41;6;GH235DDD;02;;2;
3;55;6;GH235G5D;01;;1;
1;48;5;GH235G5D;02;796;2;2
3;19;4;GH235G5D;03;;2;
3;76;7;GH235IXD;01;;2;
3;65;7;GH235OHD;01;;2;
1;51;7;GH235R9D;01;1700;1;1
1;51;3;GH235R9D;02;2100;2;1
3;20;4;GH235R9D;03;;2;
3;63;6;GH235U1D;01;;1;
3;60;7;GH235U1D;02;;2;
3;78;7;GH235WTD;01;;2;
1;32;1;GH235ZLD;01;2000;1;1
1;56;4;GH23ARTD;01;1500;2;1
3;62;7;GH23ARTD;02;;1;
3;63;6;GH23AULD;01;;2;
1;71;7;GH23AULD;02;600;1;2
1;41;5;GH23AULD;03;;1;1
3;62;1;GH33A5PD;01;;1;
3;60;5;GH33A5PD;02;;2;
1;53;3;GH33A8HD;01;3000;1;1
2;56;7;GH33A8HD;02;;2;
1;22;1;GH33A8HD;03;1434;2;1
1;56;1;GH33AB9D;01;3000;2;1
1;59;1;GH33AB9D;02;3593;1;1
1;36;3;GH33AGTD;01;1900;1;1
1;33;4;GH33AGTD;02;1520;2;1
1;54;7;GH33AJLD;01;2800;1;1
3;41;7;GH33AMDD;01;;2;
1;45;3;GH43ABDD;01;2600;1;1
1;41;1;GH43ABDD;02;;2;1
1;36;5;GH43AGXD;01;2000;1;1
3;38;3;GH43AGXD;02;;2;
1;39;1;GH43F6HD;01;3307;1;1
2;36;1;GH43F6HD;02;;2;
3;78;6;GH43F6ID;01;;2;
3;82;7;GH43F6ID;02;;1;
1;36;4;GH43F6KD;01;1260;1;1
1;37;1;GH43F96D;01;3200;1;1
1;35;1;GH43F96D;02;1693;2;2
1;24;1;GH43F97D;01;2152;1;1
1;56;5;GH43F97D;02;2000;1;1
1;54;5;GH43F97D;03;1700;2;2
3;15;7;GH43F97D;04;;1;
1;33;4;GH43F98D;01;;1;1
1;31;1;GH43F98D;02;;2;1
1;32;1;GH43F99D;01;1501;2;2
1;36;1;GH43F99D;02;3568;1;1
1;34;3;GH43F9BD;01;1707;1;1
2;37;1;GH43FBZD;01;;2;
1;45;1;GH43FC0D;01;2433;2;1
1;43;4;GH43FC1D;01;3500;1;1
1;35;4;GH43FC1D;02;1800;2;1
1;39;1;GH43FC2D;01;;2;1
1;35;1;GH43FC2D;02;2480;1;1
1;29;3;GH53KNQD;01;;1;1
2;23;6;GH53KNQD;02;;2;
3;75;7;GH53KNRD;01;;2;
1;31;4;GH53KNSD;01;1400;1;1
3;30;4;GH53KNSD;02;;2;
3;75;7;GH53KNTD;01;;2;
3;33;5;GH53KNUD;01;;2;
1;33;5;GH53KNUD;02;1692;1;1
3;80;7;GH53KNVD;01;;1;
3;83;7;GH53KNWD;01;;1;
3;79;7;GH53KNWD;02;;2;
3;88;7;GH53KNXD;01;;1;
3;83;7;GH53KNXD;02;;2;
1;22;6;GH53KNYD;01;619;2;2
1;24;5;GH53KNYD;02;1877;1;1
3;36;5;GH53KO0D;01;;2;
1;35;5;GH53KO0D;02;2995;1;1
1;41;3;GH53KO1D;01;1300;2;2
1;38;3;GH53KO2D;01;2100;1;1
3;36;7;GH53KO2D;02;;2;
1;26;3;GH53KO3D;01;1200;2;1
1;30;4;GH53KO3D;02;;1;1
1;43;5;GH53KO5D;01;700;2;2
1;40;5;GH53KO6D;01;;1;1
1;55;5;GH53KO6D;02;1500;2;1
3;17;7;GH53KO6D;03;;2;
3;15;6;GH53KO6D;04;;2;
1;32;5;GH53KO8D;01;;2;1
1;43;5;GH53KO8D;02;1700;1;1
1;38;1;GH53KO9D;01;2122;1;1
1;36;3;GH53KO9D;02;2212;2;2
1;50;5;GH53KOAD;01;2753;1;1
1;44;3;GH53KOAD;02;3200;2;1
1;47;5;GH53KOBD;01;400;2;2
1;51;7;GH53KOBD;02;2485;1;1
1;22;5;GH53KOBD;03;1700;1;1
3;79;7;GH73PR9D;01;;2;
3;82;7;GH73PR9D;02;;1;
2;50;5;GH73PR9D;03;;1;
1;40;3;GH73PU1D;01;;1;1
1;34;3;GH73PU1D;02;;2;1
1;42;4;GH73PZLD;01;1500;2;1
1;45;5;GH73PZLD;02;1400;1;1
3;15;7;GH73PZLD;03;;2;
3;19;4;GH73PZLD;05;;1;
3;61;5;GH83P7XD;01;;2;
1;55;4;GH83PAPD;01;2000;1;1
1;48;3;GH83PAPD;02;2000;2;1
2;21;4;GH83PAPD;03;;2;
3;18;4;GH83PAPD;04;;2;
3;77;7;GH83PDHD;01;;2;
3;78;7;GH83PDHD;02;;1;
1;41;1;GH83PG9D;01;;1;1
1;34;3;GH83PG9D;02;;2;1
1;50;1;GH83PLTD;01;;2;2
1;55;5;GH83PLTD;02;;1;1
1;23;7;GH83PLTD;03;600;1;1
1;49;6;GH83POLD;01;;2;2
3;19;5;GH83POLD;02;;1;
3;86;7;GH83PU5D;01;;2;
3;87;4;GH83PU5D;02;;1;
1;52;5;GH83UP5D;01;1350;1;1
2;34;7;GH83URXD;01;;2;
1;38;7;GH83URXD;02;2200;1;1
1;40;7;GH83URXD;03;2200;1;1
3;67;7;GH83URYD;01;;2;
1;22;5;GH83UUQD;01;1000;1;1
1;21;6;GH83UURD;01;1500;1;1
3;23;6;GH83UUTD;01;;1;
1;54;5;GH83UUXD;01;700;1;2
3;19;4;GH83UUYD;01;;1;
3;17;6;GH83UUZD;01;;2;
1;18;4;GH83UUZD;02;600;1;1
3;18;4;GH83UV2D;01;;1;
1;38;6;GH83UV8D;01;827;1;2
3;19;4;GH83UVAD;01;;2;
3;23;4;GH83UVBD;01;;2;
1;25;6;GH83UVCD;01;750;1;2
1;28;7;GH83UVDD;01;1200;1;1
3;17;4;GH83UVED;01;;2;
3;24;4;GH83UXHD;01;;2;
3;20;4;GH83UXID;01;;2;
3;19;4;GH83UXJD;01;;1;
3;20;4;GH83UXKD;01;;1;
2;21;6;GH83UXLD;01;;1;
3;62;5;GH83UXMD;01;;1;
3;20;4;GH83UXND;01;;1;
3;19;4;GH83UXOD;01;;2;
3;17;4;GH83UXPD;01;;2;
1;48;3;GHA3Z3QD;01;2500;1;1
1;26;1;GHA3Z3TD;01;;1;1
1;26;3;GHA3Z3VD;01;274;2;1
1;50;5;GHA3Z3WD;01;2000;1;1
1;44;7;GHA3Z3WD;02;1400;2;1
2;19;4;GHA3Z41D;01;;2;
1;29;1;GHA3Z44D;01;1384;2;1
1;51;1;GHA3Z6KD;01;2400;1;1
3;71;4;GHA3Z6MD;01;;1;
1;42;4;GIR4AZA3;01;;1;1
3;41;4;GIR4AZA3;02;;2;
3;17;6;GIR4AZA3;03;;2;
1;51;4;GIR4AZD3;01;;1;1
3;69;7;GIR4AZH3;01;;1;
3;66;7;GIR4AZH3;02;;2;
3;21;4;GIR4AZK3;01;;1;
1;37;4;GIS4A233;01;;1;1
3;37;4;GIS4A233;02;;2;
1;42;4;GIS4A283;01;;2;1
3;62;7;GIS4A293;01;;1;
1;47;4;GIS4A4T3;01;;2;3
3;19;4;GIS4A4W3;01;;2;
1;48;7;GIT4FGL3;01;1260;2;1
3;66;7;GIT4FGL3;02;;1;
2;26;4;GIT4FGL3;03;;2;
3;24;4;GIT4FGL3;04;;2;
3;22;4;GIT4FGL3;05;;1;
1;20;6;GIT4FGL3;06;1200;1;2
1;27;3;GIT4FGM3;01;1800;2;1
3;67;7;GIT4FGM3;02;;1;
1;57;7;GIT4FGM3;03;1300;2;1
3;17;6;GIT4FGM3;04;;1;
3;22;4;GIT4FGN3;01;;2;
1;44;7;GIT4FGN3;02;600;2;2
3;20;4;GIT4FGN3;03;;2;
3;18;4;GIT4FGN3;04;;2;
1;58;4;GIT4FGO3;01;3215;1;1
2;53;3;GIT4FGO3;02;;2;
3;16;6;GIT4FGO3;03;;2;
3;64;5;GIT4FGP3;01;;1;
1;47;7;GIT4FGP3;02;1350;2;1
3;82;7;GIT4FGT3;01;;1;
1;36;3;GIT4FGT3;02;;1;1
2;33;6;GIT4FGT3;03;;2;
3;59;1;GIT4FGU3;01;;1;
1;55;6;GIT4FGU3;02;1196;2;1
3;18;6;GIT4FGU3;03;;2;
1;56;5;GIT4FGV3;01;2000;2;1
2;55;6;GIT4FGW3;01;;2;
1;19;6;GIT4FGW3;03;0;2;1
1;18;6;GIT4FGW3;04;500;2;2
1;64;7;GIT4FGZ3;01;1200;1;1
3;59;7;GIT4FGZ3;02;;2;
1;29;4;GIT4FGZ3;03;1250;2;1
1;49;1;GIT4FH03;01;3500;2;2
1;48;1;GIT4FH03;02;;1;1
3;16;6;GIT4FH03;03;;2;
1;60;1;GIT4FJE3;01;1650;2;2
1;25;1;GIT4FJF3;01;1800;2;1
1;49;7;GIT4FJF3;02;800;2;2
3;20;6;GIT4FJF3;03;;1;
3;20;6;GIT4FJF3;04;;1;
1;49;3;GIT4FJG3;01;1551;2;1
1;51;4;GIT4FJG3;02;2860;1;1
3;25;4;GIT4FJG3;03;;2;
1;19;6;GIT4FJG3;04;683;1;2
1;61;7;GIT4FJH3;01;250;1;2
1;59;1;GIT4FJH3;02;;2;3
1;23;4;GIU4KY43;01;1100;1;1
1;22;4;GIU4KY43;02;1100;2;1
3;91;7;GIU4KY73;01;;2;
1;20;7;GIU4KY83;01;;1;1
1;31;4;GIU4KY93;01;2200;1;1
1;28;1;GIU4KY93;02;;2;1
1;32;6;GIU4KYB3;01;1160;2;1
1;32;1;GIU4KYC3;01;2400;1;1
1;28;1;GIU4KYC3;02;1600;2;1
3;69;4;GIU4KYD3;01;;1;
1;37;1;GIU4KYF3;01;1200;2;1
3;35;3;GIU4KYF3;02;;2;
1;38;1;GIU4KYG3;01;3000;1;1
1;20;3;GIU4KYH3;01;612;2;2
1;29;1;GIU4KYM3;01;;2;1
1;23;3;GIU4KYN3;01;1643;2;1
3;28;1;GIU4KYN3;02;;1;
3;83;7;GIW4PFA3;01;;2;
1;47;7;GIW4PFC3;01;750;2;2
1;49;7;GIW4PFC3;02;1300;1;1
1;26;5;GIW4PFC3;03;1200;2;1
3;22;7;GIW4PFC3;04;;1;
3;42;7;GIW4PFG3;01;;2;
1;23;4;GIW4PFG3;02;1200;1;1
2;22;4;GIW4PFG3;03;;1;
1;19;4;GIW4PFG3;04;500;1;2
3;17;4;GIW4PFG3;05;;2;
1;49;6;GIW4PI23;01;;2;1
2;25;6;GIW4PI23;02;;1;
1;50;7;GIW4PI93;01;;1;2
3;60;7;GIW4PIC3;01;;2;
3;37;7;GIW4PIC3;02;;2;
1;57;7;GIX4UWL3;01;;2;1
3;70;7;GIX4UWL3;02;;1;
2;35;5;GIX4UWL3;03;;2;
3;79;7;GIX4UZD3;01;;2;
1;61;7;GIY4U253;01;300;1;2
3;57;7;GIY4U253;02;;2;
1;43;4;GIY4U4X3;01;2500;1;1
3;59;7;GIY4U4X3;02;;2;
3;65;7;GIY4U4X3;03;;1;
1;41;4;GIY4U4X3;04;1500;2;1
1;19;3;GIY4U4X3;05;;1;1
3;16;6;GIY4U4X3;06;;1;
1;50;5;GIY4U7P3;01;1300;2;1
1;52;4;GIY4U7P3;02;;1;1
3;16;6;GIY4U7P3;03;;1;
3;41;4;GIY4UAH3;01;;2;
1;41;4;GIY4UAH3;02;3970;1;1
3;15;6;GIY4UAH3;03;;1;
1;30;3;GIY4UG13;01;2300;1;1
2;30;1;GIY4UG13;02;;2;
3;45;7;GIY4UIT3;01;;2;
1;52;7;GIY4UIT3;02;1400;1;1
3;18;4;GIY4UIT3;03;;1;
1;23;1;GIY4UIT3;04;1090;2;1
1;32;1;GIY4ULL3;01;2300;1;1
1;60;7;GIY4ULL3;02;1500;1;1
3;50;7;GIY4ULL3;03;;2;
2;30;1;GIY4ULL3;04;;2;
3;25;1;GIY4ULL3;05;;1;
3;24;1;GIY4ULL3;06;;2;
1;31;4;GIY4UOD3;01;2200;1;1
1;29;3;GIY4UOD3;02;2900;2;2
3;70;7;GIY4UR53;01;;2;
3;73;7;GIY4UR53;02;;1;
1;30;4;GIY4UR73;01;1800;1;1
1;33;4;GIY4UR73;02;650;2;2
3;82;7;GIY4UR83;01;;2;
1;47;5;GIY4UTX3;01;;1;1
1;45;5;GIY4UTX3;02;;2;1
3;22;1;GIY4UTX3;03;;2;
3;15;6;GIY4UTX3;04;;2;
1;42;5;GIY4UZH3;01;;1;1
1;39;3;GIY4UZH3;02;;2;1
3;15;6;GIY4UZH3;03;;2;
3;61;5;GIZ4U293;01;;2;
1;47;5;GIZ4U513;01;2100;1;1
1;42;4;GIZ4U513;02;1650;2;2
1;37;1;GIZ4U7T3;01;2000;2;1
1;32;7;GIZ4U7T3;02;2000;1;1
3;56;5;GIZ4UAL3;01;;2;
1;52;3;GIZ4UAL3;02;3500;1;1
1;25;1;GIZ4UAL3;03;1750;2;1
3;19;1;GIZ4UAL3;04;;1;
1;34;1;GIZ4UDD3;01;1800;2;2
1;35;3;GIZ4UDD3;02;2400;1;1
1;57;4;GIZ4UG53;01;1300;2;1
2;57;1;GIZ4UG53;02;;1;
3;16;6;GIZ4UG53;03;;1;
1;39;6;GIZ4UIX3;01;;1;1
1;44;6;GIZ4UIX3;02;;2;1
1;49;3;GIZ4ULP3;01;3700;1;1
1;21;4;GIZ4ULP3;02;;1;2
3;16;6;GIZ4ULP3;03;;2;
1;51;5;GIZ4ULP3;04;1500;2;1
3;40;7;GIZ4UOH3;01;;2;
3;22;7;GIZ4UOH3;02;;1;
3;20;7;GIZ4UOH3;03;;2;
3;17;7;GIZ4UOH3;04;;2;
3;15;7;GIZ4UOH3;05;;1;
1;35;4;GIZ4UR93;01;;2;1
1;35;5;GIZ4UR93;02;;1;1
3;86;7;GIZ4ZDX3;01;;2;
1;26;1;GIZ4ZDY3;01;1500;2;1
3;75;7;GIZ4ZE03;01;;2;
1;53;7;GIZ4ZE13;01;1300;2;1
3;78;7;GIZ4ZE23;01;;2;
3;66;7;GIZ4ZE33;01;;2;
3;65;7;GIZ4ZE33;02;;1;
1;39;4;GIZ4ZE53;01;1435;2;1
3;66;7;GIZ4ZE73;01;;1;
3;61;7;GIZ4ZE73;02;;2;
1;47;7;GIZ4ZE83;01;;2;1
1;34;7;GIZ4ZGP3;01;671;1;1
1;50;6;GIZ4ZGR3;01;1090;2;1
3;21;4;GIZ4ZGR3;02;;1;
1;28;5;GIZ4ZGS3;01;1250;2;1
1;51;7;GIZ4ZGU3;01;924;2;2
1;55;7;GIZ4ZGV3;01;190;2;2
3;63;7;GIZ4ZGW3;01;;2;
2;27;5;GIZ4ZGX3;01;;1;
1;45;7;GIZ4ZGY3;01;1300;2;1
1;51;5;GIZ4ZGZ3;01;1200;1;1
3;18;7;GIZ4ZGZ3;02;;1;
3;64;7;GIZ4ZH03;01;;2;
1;52;3;GJ044V94;01;2500;2;1
1;52;3;GJ044V94;02;2600;1;1
1;24;1;GJ044V94;03;2880;1;1
3;21;4;GJ044V94;04;;2;
1;47;3;GJ1440T4;01;4500;1;1
1;45;3;GJ1440T4;02;2000;2;2
3;16;6;GJ1440T4;03;;2;
1;53;3;GJ1446D4;01;2800;1;1
3;53;1;GJ1446D4;02;;2;
1;26;1;GJ1446D4;03;1400;2;1
1;22;1;GJ1446D4;04;1425;1;1
3;19;4;GJ1446D4;05;;1;
1;51;4;GJ144BX4;01;2200;2;1
3;23;1;GJ144BX4;02;;1;
3;20;4;GJ144BX4;03;;1;
2;46;4;GJ144EP4;01;;2;
3;17;6;GJ144EP4;02;;2;
1;46;7;GJ144K94;01;1500;1;1
3;18;7;GJ144PT4;01;;1;
3;40;7;GJ144PT4;02;;2;
1;46;7;GJ144PT4;03;1083;1;1
2;19;7;GJ144PT4;06;;1;
1;52;4;GJ144VD4;01;2500;1;1
1;56;5;GJ144VD4;02;1700;2;1
1;23;1;GJ144VD4;03;1100;1;1
3;16;6;GJ144VD4;04;;1;
1;47;3;GJ144Y54;01;2000;2;1
3;88;4;GJ244KD4;01;;1;
3;82;7;GJ244KD4;02;;2;
3;41;6;GJ244KD4;03;;1;
3;52;6;GJ249CL4;01;;2;
3;78;7;GJ249I54;01;;2;
3;79;7;GJ249I54;02;;1;
1;42;5;GJ249NP4;01;800;2;2
1;47;5;GJ249NP4;02;2200;1;1
3;16;6;GJ249NP4;03;;2;
3;66;7;GJ249QH4;01;;2;
3;68;7;GJ249QH4;02;;1;
3;79;7;GJ249W14;01;;2;
3;72;7;GJ249YT4;01;;1;
3;71;7;GJ249YT4;02;;2;
1;26;5;GJ3491L4;01;1080;2;2
1;25;7;GJ3491L4;02;1425;1;1
1;45;3;GJ3494D4;01;2400;1;1
2;56;7;GJ349754;01;;2;
1;61;1;GJ349CP4;01;1500;1;1
1;48;4;GJ349CP4;02;980;2;2
3;22;4;GJ349CP4;03;;1;
1;30;5;GJ349FH4;01;1300;2;1
1;40;6;GJ349FI4;01;1600;2;1
1;49;5;GJ349FK4;01;1562;2;1
1;57;1;GJ349I94;01;1500;2;1
3;63;7;GJ349I94;02;;1;
3;25;1;GJ349I94;03;;2;
3;20;4;GJ349I94;04;;2;
1;70;5;GJ349L14;01;;2;1
3;77;5;GJ349L14;02;;1;
3;63;5;GJ349QL4;01;;2;
3;62;5;GJ349QL4;02;;1;
1;44;7;GJ349TD4;01;1200;1;1
3;57;7;GJ349W54;01;;1;
3;59;7;GJ349W54;02;;2;
1;37;3;GJ349YX4;01;6500;1;1
2;46;6;GJ34ETX4;01;;1;
1;37;7;GJ34ETX4;02;;2;2
3;31;7;GJ34ETX4;05;;2;
2;41;7;GJ34ETZ4;01;;2;
3;16;7;GJ34ETZ4;02;;2;
2;47;7;GJ34EWP4;01;;2;
1;46;7;GJ34EWP4;02;;1;1
2;22;7;GJ34EWP4;04;;1;
2;25;3;GJ34EZH4;01;;2;
1;32;3;GJ34EZH4;02;1600;1;1
3;57;5;GJ4491P4;01;;1;
1;54;7;GJ4491P4;02;;2;2
1;24;5;GJ4491P4;03;1300;2;1
3;86;7;GJ44E294;01;;2;
1;54;3;GJ44E514;01;2500;1;1
3;68;5;GJ44E7T4;01;;2;
3;74;5;GJ44E7T4;02;;1;
3;87;7;GJ44EDD4;01;;2;
3;61;5;GJ44EG54;01;;1;
3;57;7;GJ44EG54;02;;2;
3;21;4;GJ44EIX4;01;;2;
3;21;4;GJ44EIX4;02;;1;
2;27;3;GJ44EIY4;01;;2;
1;26;1;GJ44EIY4;02;1900;1;1
1;23;5;GJ44EIZ4;01;1200;2;1
1;28;5;GJ44EJ04;01;;2;1
1;28;4;GJ44EJ04;02;;1;1
3;19;4;GJ44EJ14;01;;2;
3;20;4;GJ44EJ24;01;;2;
2;21;6;GJ44EJ24;02;;1;
2;28;4;GJ44ELP4;01;;2;
1;37;1;GJ44ELQ4;01;1800;1;1
1;31;4;GJ44ELR4;01;1400;1;1
1;52;4;GJ44EOH4;01;;2;2
3;64;7;GJ44EOI4;01;;2;
1;34;7;GJ44ER94;01;160;2;2
1;36;7;GJ44ER94;02;1330;1;1
3;84;5;GJ44EU14;01;;2;
1;41;3;GJ54JB94;01;2300;2;1
3;16;6;GJ54JB94;02;;2;
1;41;4;GJ54JBA4;01;1470;2;1
3;16;7;GJ54JBA4;02;;1;
2;34;5;GJ54JBB4;01;;1;
1;36;4;GJ54JBC4;01;1400;2;1
1;40;5;GJ54JBC4;02;1350;1;1
1;39;4;GJ54JBD4;01;2000;2;1
1;37;3;GJ54JBD4;02;1520;2;1
1;32;5;GJ54JBE4;01;1400;1;1
1;33;4;GJ54JBE4;02;2000;2;1
1;36;3;GJ54JBF4;01;2300;1;1
1;35;3;GJ54JBF4;02;1950;2;1
1;32;1;GJ54JBG4;01;1200;2;2
1;32;3;GJ54JBG4;02;2100;1;1
1;39;5;GJ54JBH4;01;;2;1
1;39;5;GJ54JBH4;02;;1;1
1;53;5;GJ54JBI4;01;1735;2;1
1;33;1;GJ54JBJ4;01;1750;1;1
1;31;1;GJ54JBJ4;02;1750;2;1
1;38;3;GJ54JBK4;01;2000;1;1
1;34;1;GJ54JBK4;02;2000;2;1
1;55;5;GJ54JBL4;01;2300;1;1
1;53;7;GJ54JBL4;02;1200;2;1
1;35;3;GJ54JBM4;01;1800;2;1
1;39;1;GJ54JBM4;02;2000;1;1
1;32;1;GJ54JBO4;02;2000;2;1
1;27;3;GJ54JBP4;01;;1;1
1;27;5;GJ54JBP4;02;1500;2;1
1;30;1;GJ54JBQ4;01;2600;1;1
1;28;1;GJ54JBQ4;02;2100;2;1
1;32;1;GJ54JBR4;01;1860;2;1
