ACTEU;AGE;DDIPL;IDENT;NOI;SALMEE;SEXE;TPP
1;36;1;GBI20J10;02;1800;2;1
3;84;7;GBI20U50;01;;1;
3;52;5;GBI20ZP0;01;;1;
1;51;5;GBI20ZP0;02;1300;2;1
1;31;1;GBI25MD0;01;1667;1;1
3;18;4;GBI25ME0;01;;1;
3;19;4;GBI25MF0;01;;2;
3;25;4;GBI25MG0;01;;2;
3;77;5;GBI25P50;01;;1;
1;28;1;GBI25P60;01;;2;2
1;25;1;GBI25P70;01;1626;1;1
3;90;1;GBI25RX0;01;;1;
3;86;7;GBI25RX0;02;;2;
1;36;1;GBI25UP0;01;;2;1
1;36;1;GBI25UP0;02;3200;1;1
1;20;3;GBI25XH0;01;1240;2;1
1;23;3;GBI25XH0;02;936;2;1
1;20;6;GBI25XI0;01;;1;1
3;19;6;GBI25XI0;02;;2;
3;17;4;GBI25XJ0;01;;2;
3;18;4;GBI25XK0;01;;2;
3;75;5;GBJ20810;01;;1;
1;40;1;GBJ25090;01;1907;1;1
1;42;3;GBJ250A0;01;;2;1
1;52;1;GBJ250B0;01;;1;1
1;26;4;GBJ25310;01;;2;2
1;45;5;GBJ255T0;01;;1;2
1;43;7;GBJ255U0;01;;2;2
1;51;5;GBJ258L0;01;1100;2;1
1;57;7;GBJ258L0;02;1433;1;1
1;26;6;GBJ258L0;03;1545;1;1
2;19;4;GBJ25BD0;01;;2;
1;44;4;GBJ25E50;01;435;2;2
3;15;6;GBJ25E50;02;;1;
3;65;5;GBK2A6H0;01;;2;
3;71;5;GBK2A6H0;02;;1;
3;67;7;GBK2A6J0;01;;2;
1;54;5;GBK2A6K0;01;1200;2;1
3;80;7;GBK2A6L0;01;;2;
1;50;7;GBK2A990;01;;2;2
3;17;6;GBK2A990;02;;2;
3;15;6;GBK2A990;03;;2;
3;76;7;GBK2A9A0;01;;2;
3;76;7;GBK2A9B0;01;;2;
3;81;5;GBK2A9B0;02;;1;
3;61;7;GBK2A9D0;01;;2;
3;64;5;GBK2A9D0;02;;1;
3;71;6;GBK2AC10;01;;2;
3;72;7;GBK2AC10;02;;1;
3;64;5;GBK2AC20;01;;2;
3;64;4;GBK2AC20;02;;1;
1;56;5;GBK2AC30;01;;2;2
3;65;7;GBK2AC60;01;;2;
2;23;5;GBK2AC60;02;;1;
3;93;7;GBK2AET0;01;;2;
1;58;6;GBK2AEU0;01;;2;2
3;87;7;GBK2AEV0;01;;2;
1;28;1;GBL2FTD0;01;1920;1;1
1;54;1;GBL2FTD0;02;2050;2;1
1;56;3;GBL2FTD0;03;3460;1;1
2;27;3;GBM2F1Q0;01;;2;
1;27;1;GBM2F1Q0;02;1400;1;1
1;54;5;GBM2F1R0;01;280;2;2
3;77;7;GBM2F790;01;;2;
3;85;7;GBM2F790;02;;1;
3;69;5;GBM2FA10;01;;2;
3;76;5;GBM2FA10;02;;1;
3;79;6;GBM2FCT0;01;;1;
3;77;7;GBM2FCT0;02;;2;
3;73;7;GBM2FFL0;01;;2;
3;79;7;GBM2FFL0;02;;1;
1;54;5;GBM2FL50;01;2000;1;1
1;53;4;GBM2FL50;02;1600;2;1
3;83;4;GBM2FNX0;01;;1;
3;85;4;GBM2FNX0;02;;2;
3;68;5;GBM2FQP0;01;;1;
3;69;5;GBM2FQP0;02;;2;
3;72;4;GBM2FW90;01;;2;
3;74;1;GBM2FW90;02;;1;
3;62;5;GBN2F1T0;01;;2;
3;62;3;GBN2F1T0;02;;1;
1;58;7;GBN2F4L0;01;600;2;1
1;59;7;GBN2F4L0;02;2100;1;1
3;66;6;GBN2F7D0;01;;1;
3;66;5;GBN2F7D0;02;;2;
1;59;6;GBN2FA50;01;;2;1
1;62;7;GBN2FA50;02;;1;1
1;47;5;GBN2FCX0;01;1200;1;1
3;41;4;GBN2FCX0;02;;2;
3;17;5;GBN2FCX0;03;;1;
1;43;4;GBN2K7X0;01;1072;1;1
1;41;4;GBN2K7X0;02;1418;2;1
3;16;6;GBN2K7X0;03;;2;
1;47;3;GBN2KAP0;01;2680;2;2
3;16;6;GBN2KAP0;03;;2;
3;82;5;GBN2KDH0;01;;2;
1;54;6;GBN2KDH0;02;;1;1
3;66;1;GBN2KG90;01;;1;
3;68;1;GBN2KG90;02;;2;
3;73;6;GBN2KLT0;01;;2;
3;81;7;GBN2KOL0;01;;2;
3;81;7;GBN2KRD0;01;;1;
3;80;7;GBN2KRD0;02;;2;
1;60;1;GBN2KU50;01;2800;1;1
1;60;1;GBN2KU50;02;2600;2;1
1;29;5;GBN2KWX0;01;;1;2
1;25;4;GBN2KWX0;02;850;2;2
1;46;5;GBN2KZP0;01;1200;1;1
1;43;3;GBN2KZP0;02;1500;2;1
3;18;4;GBN2KZP0;03;;2;
3;65;5;GBO2K810;01;;1;
3;65;7;GBO2K810;02;;2;
3;76;7;GBO2KAT0;01;;1;
3;86;5;GBO2KGD0;01;;1;
3;67;7;GBO2PMH0;01;;1;
3;62;7;GBO2PS10;01;;1;
1;57;4;GBO2PS10;02;1700;2;1
3;32;6;GBO2PS10;03;;1;
2;55;7;GBO2PUT0;01;;2;
3;62;7;GBO2PUT0;02;;1;
3;87;7;GBO2PXL0;01;;2;
1;57;7;GBO2PXL0;02;;1;1
3;84;7;GBP2P5X0;01;;2;
1;50;6;GBP2PH10;01;1200;2;1
3;73;7;GBP2PML0;01;;1;
1;54;6;GBP2PUX0;01;900;2;2
1;58;7;GBP2PUX0;02;1829;1;1
3;77;7;GBQ2P390;01;;2;
3;74;7;GBQ2PBL0;01;;2;
3;74;7;GBQ2PBL0;02;;1;
3;79;7;GBQ2PED0;01;;2;
3;80;7;GBQ2PED0;02;;1;
2;57;4;GBQ2PH50;01;;1;
1;47;1;GBQ2PH50;02;;2;1
3;62;4;GBQ2PS90;01;;2;
3;63;4;GBQ2PS90;02;;1;
3;87;7;GBQ2PV10;01;;2;
1;23;3;GBQ2U110;01;900;2;1
1;23;3;GBQ2U110;02;760;1;1
1;25;4;GBQ2U120;01;960;2;1
1;28;4;GBQ2U120;02;1283;1;1
3;66;7;GBQ2U3T0;01;;2;
1;39;7;GBQ2U3T0;02;1900;1;1
1;33;4;GBQ2U3T0;03;1500;2;1
3;29;1;GBQ2U3U0;01;;2;
1;43;4;GBQ2U3U0;02;1400;1;1
1;46;6;GBQ2U3V0;01;3500;1;1
1;47;3;GBQ2U3V0;02;2225;2;1
3;17;4;GBQ2U3V0;03;;1;
1;28;3;GBQ2U3W0;01;1350;2;1
1;33;1;GBQ2U3W0;02;1400;1;1
1;42;1;GBQ2U3X0;01;1800;2;1
3;21;4;GBQ2U400;01;;2;
1;37;1;GBQ2U6L0;01;2100;2;1
1;45;4;GBQ2U6N0;01;957;2;2
2;50;4;GBQ2U6N0;02;;1;
1;31;1;GBQ2U6O0;01;2300;1;1
1;31;3;GBQ2U6O0;02;2300;2;2
1;30;1;GBQ2U6P0;01;1800;1;1
1;28;1;GBQ2U6P0;02;2200;2;1
1;32;1;GBQ2U6Q0;01;;2;2
1;30;3;GBQ2U6Q0;02;2232;1;1
1;29;3;GBQ2U6R0;01;2100;1;1
1;29;3;GBQ2U6R0;02;1650;2;1
1;32;1;GBQ2U6U0;01;2000;2;1
1;36;1;GBQ2U6U0;02;6400;1;1
1;51;6;GBQ2U6V0;01;1900;1;1
3;19;4;GBQ2U9D0;01;;1;
3;18;4;GBQ2U9D0;02;;2;
1;30;5;GBQ2U9F0;01;1500;1;1
1;27;1;GBQ2U9G0;01;407;2;1
1;27;1;GBQ2U9H0;01;2300;1;2
1;49;4;GBR2ZID0;01;;2;1
3;18;4;GBR2ZID0;02;;1;
3;61;5;GBR2ZIE0;01;;1;
1;59;4;GBR2ZIE0;02;;2;1
1;32;5;GBR2ZIE0;03;;1;1
1;41;4;GBR2ZIF0;01;;2;2
1;43;5;GBR2ZIF0;02;;1;1
1;16;6;GBR2ZIF0;03;;2;2
1;28;1;GBR2ZIG0;01;;2;1
1;29;4;GBR2ZIG0;02;;1;1
1;43;1;GBR2ZIH0;01;;2;2
1;37;7;GBR2ZIH0;02;;1;1
1;55;5;GBR2ZII0;01;;2;1
3;56;7;GBR2ZII0;02;;1;
1;50;3;GBR2ZIK0;01;;2;2
1;52;4;GBR2ZIK0;02;;1;1
3;16;7;GBR2ZIK0;03;;2;
1;56;6;GBR2ZIL0;01;;2;1
1;58;3;GBR2ZIL0;02;;1;1
3;74;7;GBR2ZIM0;01;;1;
1;62;4;GBR2ZIM0;02;;2;2
3;23;4;GBR2ZIM0;03;;1;
1;41;3;GBR2ZIN0;01;;2;2
1;41;1;GBR2ZIN0;02;;1;1
1;57;4;GBR2ZIO0;01;;1;3
1;55;3;GBR2ZIO0;02;;2;1
1;58;3;GBR2ZL50;01;;2;1
3;21;4;GBR2ZL50;02;;1;
1;58;5;GBR2ZL60;01;;1;1
3;81;7;GBR2ZL80;01;;1;
3;67;7;GBR2ZL80;02;;1;
1;44;4;GBR2ZLA0;01;;2;2
1;49;1;GBR2ZLA0;02;;1;1
1;52;3;GBR2ZLB0;01;;1;1
1;24;3;GBR2ZLC0;01;1600;2;1
1;25;4;GBR2ZLC0;02;1900;1;1
1;70;5;GBR2ZLD0;01;84;2;2
3;68;6;GBS24ZS1;01;;2;
3;63;6;GBS24ZT1;01;;2;
1;48;6;GBT242S1;01;;1;1
1;55;5;GBT242T1;01;;2;1
3;62;7;GBT245C1;01;;1;
1;49;4;GBU29H11;01;;2;1
3;80;1;GBU29H21;01;;2;
3;66;7;GBU29PD1;01;;2;
1;31;4;GBU29S51;01;;1;1
3;30;5;GBU29S51;02;;2;
3;60;7;GBU29XR1;01;;2;
3;81;7;GBV29H51;01;;2;
3;79;7;GBV29H51;02;;1;
1;49;7;GBV29JX1;01;;2;2
1;54;5;GBV29JX1;02;;1;1
1;44;5;GBV29S91;01;;2;2
1;50;5;GBV29S91;02;;1;1
3;69;1;GBV29V11;01;;1;
3;67;6;GBV29XT1;01;;2;
1;46;6;GBW290L1;01;;1;1
1;38;5;GBW290L1;02;;2;2
3;66;7;GBW29651;01;;1;
3;64;7;GBW29651;02;;2;
3;36;7;GBW2E151;01;;2;
2;39;7;GBW2E3X1;01;;1;
3;48;7;GBW2E3Y1;01;;1;
2;41;5;GBW2E3Z1;01;;1;
1;39;5;GBW2E3Z1;02;560;2;2
3;54;7;GBW2E401;01;;1;
3;59;7;GBW2E411;01;;2;
2;21;4;GBW2E9I1;01;;2;
2;32;5;GBW2E9J1;01;;2;
1;39;5;GBW2E9J1;02;2300;1;1
1;45;1;GBW2EC91;01;1500;2;1
1;45;1;GBW2EC91;02;3200;1;1
3;18;4;GBW2EC91;03;;1;
3;51;6;GBW2EF11;01;;2;
1;57;7;GBW2EF11;02;2000;1;1
3;58;5;GBW2EHT1;01;;1;
3;32;7;GBW2EHU1;01;;1;
1;53;5;GBW2EVP1;01;1900;2;1
1;26;1;GBX2E411;01;1500;2;1
2;44;7;GBX2E6U1;01;;2;
3;77;7;GBX2E9L1;01;;1;
3;71;7;GBX2E9L1;02;;2;
3;43;5;GBX2E9L1;03;;1;
1;49;5;GBX2EF51;01;2200;1;1
3;80;7;GBX2JL91;01;;1;
3;77;7;GBX2JL91;02;;2;
3;83;4;GBX2JO11;01;;1;
1;44;5;GBX2JQT1;01;1300;2;1
3;16;6;GBX2JQT1;02;;2;
3;60;4;GBX2JTL1;01;;2;
3;89;7;GBX2JZ51;01;;2;
3;71;1;GBY2J1X1;01;;1;
3;71;5;GBY2J1X1;02;;2;
3;81;7;GBY2J4P1;01;;2;
3;74;6;GBY2JFT1;01;;2;
3;81;1;GBY2JO51;01;;1;
3;74;5;GBY2JO51;02;;2;
3;66;6;GBY2JTP1;01;;1;
3;68;4;GBY2JTP1;02;;2;
3;62;5;GBY2JWH1;01;;1;
3;65;4;GBY2JWH1;02;;2;
1;33;3;GBY2JZ91;01;1761;2;1
1;35;4;GBY2JZ91;02;;1;1
3;68;7;GBZ2J4T1;01;;1;
3;69;7;GBZ2JD51;01;;1;
3;67;7;GBZ2JD51;02;;2;
1;45;7;GCV1CFPA;01;800;2;1
1;47;4;GCV1CFPA;02;1000;1;1
3;17;6;GCV1CFPA;04;;2;
1;47;1;GCV1CFQA;01;7000;2;1
1;47;1;GCV1CFQA;02;10000;1;1
3;15;6;GCV1CFQA;04;;1;
1;53;1;GCV1CFRA;01;898;2;2
3;60;1;GCV1CFRA;02;;1;
3;80;4;GCV1CIIA;01;;2;
3;70;1;GCV1CIJA;01;;1;
3;65;4;GCV1CIJA;02;;2;
3;86;1;GCV1CILA;01;;2;
3;66;4;GCV1CIMA;01;;2;
3;68;1;GCV1CIMA;02;;1;
1;55;4;GCV1CINA;01;9000;1;1
1;46;4;GCV1CINA;02;6500;2;1
1;49;1;GCV1CIOA;01;2000;2;1
1;50;6;GCV1CIOA;02;;1;1
3;18;4;GCV1CIOA;03;;2;
3;19;4;GCV1CIRA;01;;2;
1;30;1;GCV1CISA;01;1950;2;1
3;18;4;GCV1CITA;01;;2;
1;22;4;GCV1CIXA;01;900;2;1
1;21;4;GCV1CIZA;01;1050;2;1
1;31;6;GCV1CJ0A;01;1700;2;1
3;49;7;GCV1CJ4A;01;;2;
3;63;1;GCV1CJ5A;01;;1;
3;85;7;GCW1HX2A;01;;2;
1;55;1;GCW1HX4A;01;2844;1;1
1;54;1;GCW1HX4A;02;7929;2;1
1;23;4;GCW1HX4A;03;1200;1;2
1;29;5;GCW1HX5A;01;1776;1;1
1;27;1;GCW1HX5A;02;2086;2;1
3;82;4;GCW1HX7A;01;;2;
3;85;1;GCW1HX7A;02;;1;
3;70;4;GCW1HX8A;01;;1;
3;68;7;GCW1HX8A;02;;2;
3;66;3;GCW1HX9A;01;;2;
3;72;5;GCW1HX9A;02;;1;
1;36;4;GCW1HX9A;03;1200;2;1
1;53;1;GCW1HXAA;01;5500;1;1
1;49;7;GCW1HZTA;01;2100;2;1
1;49;7;GCW1HZTA;02;2100;1;1
1;22;4;GCW1HZTA;03;87;2;2
1;18;4;GCW1HZTA;04;87;2;2
1;22;3;GCW1HZVA;01;2200;1;1
1;25;5;GCW1HZVA;02;1850;2;1
1;58;1;GCW1HZXA;01;4500;2;1
3;81;4;GCW1HZYA;01;;2;
3;89;7;GCW1HZYA;02;;1;
3;73;6;GCW1HZZA;01;;2;
3;79;3;GCW1HZZA;02;;1;
1;45;1;GCX1H00A;01;3200;2;1
3;33;1;GCX1H00A;02;;1;
1;61;1;GCX1H01A;01;5500;1;1
1;59;4;GCX1H01A;02;2120;2;1
3;69;5;GCX1H02A;02;;1;
3;76;7;GCX1H03A;01;;2;
3;83;4;GCX1H03A;02;;1;
1;54;4;GCX1H04A;01;2500;2;1
1;25;1;GCX1H05A;01;1780;1;1
1;42;5;GCX1H06A;01;1721;1;1
1;36;3;GCY1MEDA;01;1650;2;1
1;36;3;GCY1MEDA;02;7500;1;1
1;59;1;GCY1MH5A;01;4300;2;1
3;63;7;GCY1MH5A;02;;1;
1;25;3;GCY1MJYA;01;1650;2;1
1;27;4;GCY1MJYA;02;1800;1;1
2;33;1;GCY1MJZA;01;;2;
1;31;3;GCY1MJZA;04;1400;1;1
1;43;1;GCY1MK0A;01;;1;1
1;44;1;GCY1MK0A;02;;2;1
3;16;6;GCY1MK0A;04;;2;
1;26;1;GCY1MK1A;01;3000;2;1
1;40;4;GCY1MK2A;01;;1;1
1;28;3;GCY1MK2A;02;3000;2;1
1;25;1;GCY1MK3A;01;2000;2;1
3;60;5;GCY1MK6A;01;;2;
3;88;7;GCY1MK7A;01;;2;
1;38;1;GCY1MK8A;01;2300;2;1
3;29;7;GCY1MK9A;01;;1;
1;43;5;GCY1MKCA;01;2200;1;1
1;39;4;GCY1MKCA;02;1400;2;1
1;27;5;GCY1MKDA;01;;2;1
1;27;5;GCY1MKDA;02;;1;1
1;28;1;GCY1MKGA;01;2780;1;1
1;54;7;GCY1MKHA;01;1800;2;1
1;55;3;GCZ1RVPA;01;3400;2;1
3;57;5;GCZ1RVPA;02;;1;
1;23;3;GCZ1RVPA;03;1500;2;1
3;63;4;GCZ1RVQA;01;;2;
3;74;4;GCZ1RVRA;01;;2;
1;26;1;GCZ1RVSA;01;1600;2;1
1;26;3;GCZ1RVSA;02;1600;1;1
3;70;5;GCZ1RVTA;01;;2;
3;84;6;GCZ1RVUA;01;;2;
3;85;4;GCZ1RVVA;01;;2;
1;46;7;GCZ1RVWA;01;;1;1
1;51;1;GCZ1RVXA;01;3800;1;1
3;58;4;GCZ1RVXA;02;;2;
3;20;4;GCZ1RVXA;03;;1;
3;68;5;GCZ1RVYA;01;;1;
3;63;7;GCZ1RVYA;02;;2;
1;50;3;GCZ1RVZA;01;2000;2;2
1;59;1;GCZ1RVZA;02;;1;1
3;87;6;GCZ1RW1A;01;;1;
3;80;5;GCZ1RW1A;02;;2;
1;31;3;GCZ1RW2A;01;;1;1
1;30;1;GCZ1RW2A;02;;2;1
3;75;5;GCZ1RW3A;01;;2;
3;80;7;GCZ1RW3A;02;;1;
1;38;3;GCZ1RW4A;01;;2;1
1;38;4;GCZ1RW4A;02;;1;1
1;33;4;GD11WD1A;01;;1;1
1;33;4;GD11WD1A;02;;2;2
1;50;6;GD11WILA;01;;2;2
1;56;7;GD11WILA;02;2100;1;1
1;23;4;GD11WILA;03;895;2;1
1;48;5;GD11WLDA;01;2000;1;1
1;45;5;GD11WLDA;02;1333;1;1
1;62;1;GD11WO5A;01;;1;1
1;63;1;GD11WO5A;02;;2;2
1;49;5;GD11WTPA;01;2000;1;1
1;53;5;GD11WTPA;02;1800;2;1
3;19;4;GD11WTPA;03;;1;
1;44;5;GD11WWHA;01;;1;1
2;42;5;GD11WWHA;02;;2;
1;47;7;GD11WZ9A;01;;1;1
3;64;4;GD211UDB;01;;1;
3;63;6;GD211UDB;02;;2;
3;63;7;GD21W21A;01;;1;
3;64;7;GD21W21A;02;;2;
1;56;5;GD21W4TA;01;;2;1
1;48;5;GD21W4TA;02;1800;1;1
1;45;7;GD21W7LA;01;1440;1;1
3;43;6;GD21W7LA;02;;2;
1;18;7;GD21W7LA;03;540;1;2
1;54;1;GD21WIPA;01;;1;1
1;52;1;GD21WIPA;02;;2;1
3;71;7;GD21WLHA;01;;1;
3;64;6;GD21WLHA;02;;2;
3;77;7;GD21WZDA;01;;1;
3;70;7;GD21WZDA;02;;2;
1;35;1;GD3115HB;01;200;1;1
1;36;1;GD3115HB;02;2100;2;1
3;25;4;GD31189B;01;;1;
1;24;4;GD31189B;02;1400;2;2
1;65;6;GD311B1B;01;2000;1;1
3;62;5;GD311B1B;02;;2;
1;31;1;GD311B1B;03;;1;1
3;77;7;GD311DTB;01;;2;
3;63;7;GD311GLB;01;;2;
3;64;5;GD311M5B;01;;1;
1;61;4;GD311OXB;01;2704;1;1
3;61;1;GD311OXB;02;;2;
1;57;7;GD311RPB;01;;1;1
1;48;4;GD311RPB;02;;2;1
3;21;3;GD311RPB;03;;1;
1;31;4;GD311UHB;01;3000;1;1
1;29;3;GD311UHB;02;1809;2;1
3;97;7;GD311X9B;01;;2;
1;33;3;GD31W7PA;01;1260;2;1
1;34;5;GD31W7PA;02;1300;1;1
3;87;7;GD31WAHA;01;;1;
3;79;7;GD31WAHA;02;;2;
3;82;7;GD41101B;01;;1;
3;75;5;GD4112TB;01;;1;
3;66;4;GD4112TB;02;;2;
3;83;7;GD4115LB;01;;2;
1;51;5;GD4118DB;01;;1;1
3;48;5;GD4118DB;02;;2;
3;19;6;GD4118DB;03;;1;
1;42;5;GD411GPB;01;2100;1;1
1;43;4;GD411GPB;02;1000;2;2
1;19;4;GD411GPB;04;1200;1;1
3;78;7;GD411JHB;01;;1;
3;75;5;GD411JHB;02;;2;
1;34;5;GD411JHB;03;;1;1
3;84;5;GD416BPB;01;;2;
1;26;4;GD416BSB;01;1800;1;1
3;84;5;GD416BTB;01;;2;
1;29;4;GD416BVB;01;4300;1;1
1;37;4;GD416BVB;02;;2;3
1;30;3;GD416BYB;01;;2;1
3;84;7;GD416BZB;01;;2;
1;44;6;GD416C0B;01;594;2;2
1;21;4;GD416EHB;01;110;1;1
3;72;7;GD416EIB;01;;2;
1;57;1;GD416EKB;01;2400;2;1
1;29;1;GD416ELB;01;1700;1;1
1;29;1;GD416ELB;02;1200;2;1
1;30;4;GD416EMB;01;1600;1;1
1;31;4;GD416EMB;02;1100;2;1
2;34;7;GD51BT1B;01;;2;
1;55;5;GD51BT2B;01;1500;2;1
2;27;7;GD51BT2B;02;;2;
2;41;7;GD51BT3B;01;;2;
3;61;6;GD51BT4B;01;;2;
3;62;5;GD51BT7B;01;;1;
1;24;7;GD51BT7B;02;750;1;1
1;49;5;GD51BT8B;01;1300;1;1
3;76;6;GD51BVTB;01;;2;
3;62;7;GD51BVUB;01;;2;
1;32;7;GD51BVVB;01;1400;1;1
1;30;6;GD51BVVB;02;1200;2;1
1;54;5;GD51BVXB;01;1200;1;1
1;54;5;GD51BVXB;02;420;2;2
1;23;6;GD51BVYB;01;1100;1;1
2;50;7;GD51BVZB;01;;1;
3;48;7;GD51BVZB;02;;2;
3;63;5;GD51BYMB;01;;1;
3;20;6;GD51BYMB;02;;1;
2;35;6;GD61B1GB;01;;1;
2;29;4;GD61B1GB;02;;2;
3;61;3;GD71GADB;01;;2;
3;62;4;GD71GADB;02;;1;
3;73;5;GD71GD5B;01;;1;
3;72;5;GD71GD5B;02;;2;
1;55;6;GD71GFXB;01;530;2;2
1;59;4;GD71GFXB;02;521;1;2
1;53;3;GD71GLHB;01;800;2;2
1;49;3;GD71GLHB;02;2000;1;1
1;25;7;GD71GO9B;01;1500;1;1
1;23;4;GD71GO9B;02;1500;2;1
3;78;7;GD71GR1B;01;;1;
3;69;7;GD71GTTB;01;;2;
3;63;5;GD71GWLB;01;;1;
3;60;7;GD71GWLB;02;;2;
3;64;7;GD71GZDB;01;;1;
1;32;4;GD81G25B;01;1700;2;1
1;32;4;GD81G25B;02;;1;1
3;64;5;GD81G4XB;01;;2;
3;62;6;GD81G4XB;02;;1;
1;61;3;GD81G7PB;01;6559;1;1
1;58;3;GD81G7PB;02;1700;2;1
1;49;6;GD81GAHB;01;;2;1
1;52;6;GD81GAHB;02;;1;1
3;64;5;GD81GD9B;01;;1;
3;64;5;GD81GD9B;02;;2;
3;53;7;GD81GLLB;01;;2;
1;56;5;GD81GLLB;02;1510;1;1
3;60;7;GD81GODB;01;;2;
3;66;5;GD81GODB;02;;1;
1;32;6;GD81GTXB;01;1300;2;1
1;42;5;GD81GTXB;02;1300;1;1
1;37;3;GD81GWPB;01;1945;1;1
1;35;4;GD81GWPB;02;2176;1;1
3;65;7;GD81GZHB;01;;2;
1;54;6;GD81LX9B;01;1339;2;1
1;48;7;GD91G29B;01;1200;1;1
1;52;5;GD91G29B;02;2084;2;1
1;21;4;GD91G29B;03;1225;1;1
3;17;6;GD91G29B;04;;2;
3;73;7;GD91G51B;01;;2;
3;60;7;GD91G7TB;01;;2;
3;61;5;GD91G7TB;02;;1;
3;31;1;GD91L01B;01;;2;
1;32;3;GD91L01B;02;2200;1;1
1;29;5;GD91L2TB;01;1100;2;1
1;33;7;GD91L2TB;02;1700;1;1
3;79;7;GD91L8DB;01;;1;
3;72;7;GD91L8DB;02;;2;
1;29;3;GD91LDXB;01;350;1;2
1;25;4;GD91LDXB;02;906;2;2
3;43;4;GD91LGPB;01;;2;
1;45;1;GD91LGPB;02;2500;1;1
3;64;5;GD91LJHB;01;;1;
1;60;5;GD91LJHB;02;;2;1
1;35;5;GD91LM9B;01;1848;1;1
1;34;4;GD91LM9B;02;901;2;2
1;57;7;GD91LRTB;01;;1;1
3;89;7;GD91LRTB;02;;2;
1;46;5;GD91LULB;01;;2;1
1;55;7;GD91LULB;02;;1;1
1;20;4;GD91LULB;03;750;1;2
3;64;7;GD91LULB;04;;1;
1;55;7;GDA1L05B;01;763;2;2
1;58;5;GDA1L05B;02;1700;1;1
1;43;5;GDA1L2XB;01;700;1;2
1;46;3;GDA1L2XB;02;925;2;2
3;63;5;GDA1L5PB;01;;1;
3;61;7;GDA1L5PB;02;;2;
1;59;5;GDA1LGTB;01;;1;1
1;54;5;GDA1LGTB;02;;2;1
1;26;4;GDA1LGTB;03;;1;1
3;38;1;GDA1LJLB;01;;2;
1;40;1;GDA1LJLB;02;2849;1;1
1;46;5;GDA1LMDB;01;1400;2;1
1;38;3;GDA1LRXB;01;1900;2;1
1;41;3;GDA1LRXB;02;1500;1;2
3;65;7;GDA1LUPB;01;;2;
3;32;3;GDA1LUPB;02;;1;
1;45;4;GDA1Q91B;01;;1;1
1;44;1;GDA1Q91B;02;;2;1
3;16;6;GDA1Q91B;03;;2;
1;48;4;GDA1QBTB;01;;1;1
1;44;5;GDA1QBTB;02;;2;2
3;16;6;GDA1QBTB;03;;1;
1;53;5;GDA1QELB;01;;1;1
1;53;4;GDA1QELB;02;;2;2
3;17;6;GDA1QELB;03;;2;
3;17;6;GDA1QELB;04;;2;
1;47;6;GDA1QHDB;01;;1;1
1;53;3;GDA1QHDB;02;;2;1
3;17;6;GDA1QHDB;03;;2;
1;52;3;GDA1QK5B;01;;1;1
1;52;4;GDA1QK5B;02;;2;1
3;21;4;GDA1QK5B;03;;1;
3;19;4;GDA1QK5B;04;;1;
3;15;7;GDA1QK5B;05;;2;
1;44;3;GDA1QPPB;01;;1;1
1;43;1;GDA1QPPB;02;;2;2
3;18;4;GDA1QPPB;03;;1;
3;16;6;GDA1QPPB;04;;1;
1;50;3;GDA1QSHB;01;;1;1
1;47;4;GDA1QSHB;02;;2;1
3;18;4;GDA1QSHB;03;;1;
3;15;6;GDA1QSHB;04;;1;
3;33;3;GDA1QV9B;01;;2;
1;38;3;GDA1QV9B;02;;1;1
1;55;1;GDA1QY1B;01;;1;1
1;48;4;GDA1QY1B;02;;2;1
3;17;6;GDA1QY1B;03;;1;
3;61;7;GDB1L5TB;01;;1;
3;65;7;GDB1L5TB;02;;2;
3;68;5;GDB1LBDB;01;;1;
3;60;7;GDB1LBDB;02;;2;
3;78;7;GDB1LE5B;01;;1;
1;46;5;GDB1Q0TB;01;;1;1
1;44;3;GDB1Q0TB;02;;2;1
3;23;4;GDB1Q0TB;03;;2;
3;19;4;GDB1Q0TB;04;;2;
3;15;6;GDB1Q0TB;05;;2;
1;41;1;GDB1Q3LB;01;;2;1
1;45;5;GDB1Q3LB;02;;1;1
3;69;4;GDB1Q6DB;01;;2;
3;26;1;GDB1Q6DB;02;;1;
3;21;7;GDB1Q6DB;03;;2;
1;51;3;GDB1Q95B;01;;1;1
3;47;4;GDB1Q95B;02;;2;
3;18;4;GDB1Q95B;03;;2;
1;55;1;GDB1QBXB;01;;1;1
1;49;1;GDB1QBXB;02;;2;1
3;22;4;GDB1QBXB;03;;2;
3;20;4;GDB1QBXB;04;;1;
1;46;1;GDB1QEPB;01;;1;1
1;47;1;GDB1QEPB;02;;2;1
3;15;6;GDB1QEPB;03;;2;
3;79;1;GDB1QHHB;01;;1;
3;76;4;GDB1QHHB;02;;2;
1;46;1;GDB1QK9B;01;;1;1
3;47;1;GDB1QK9B;02;;2;
3;18;6;GDB1QK9B;03;;1;
3;16;6;GDB1QK9B;04;;2;
1;36;3;GDB1QN1B;01;;1;1
1;35;1;GDB1QN1B;02;;2;2
3;67;6;GDB1QPTB;01;;2;
1;50;5;GDB1QSLB;01;;1;1
1;49;4;GDB1QSLB;02;;2;2
3;21;3;GDB1QSLB;03;;1;
3;16;6;GDB1QSLB;04;;1;
1;46;1;GDD107PC;01;4000;1;1
3;34;3;GDD107PC;02;;2;
3;31;4;GDD10AHC;01;;2;
1;35;3;GDD10AHC;02;1600;1;1
1;53;6;GDD10D9C;01;4200;2;1
1;62;5;GDD10G1C;01;3000;1;2
